scheme_code,completion_date,scheme_name,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3214003009/IF/IAY/2655877,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3053320 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/2655866,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2959634 ,19380,0,18522,0,24-09-2019,18522,0,0,0,0  ,18522,
3214003009/IF/IAY/2655865,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4051484 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/2655867,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2901254 ,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003009/IF/IAY/2655862,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3316139 ,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003009/IF/IAY/2061865,06-12-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5733676 ,18145,0,12224,0,20-01-2018,12224,0,0,0,0  ,12224,
3214003009/IF/IAY/2064010,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5613973 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2655859,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3113467 ,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003009/IF/IAY/2655875,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5663615 ,19380,0,18171,0,24-09-2019,18171,0,0,0,0  ,18171,
3214003009/IF/IAY/2655849,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5669381 ,19380,0,18652,0,24-09-2019,18652,0,0,0,0  ,18652,
3214003009/IF/IAY/2655852,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3676412 ,19380,0,18392,0,24-09-2019,18392,0,0,0,0  ,18392,
3214003009/IF/IAY/2655864,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2901056 ,19380,0,18353,0,24-09-2019,18353,0,0,0,0  ,18353,
3214003009/IF/22012034286086,16-07-2018,Construction of IAY house of Ranjit Mahato  ,16720,528,15840,0,21-01-2016,15840,0,0,0,0  ,15840,
3214003009/IF/22012034286090,16-07-2018,Construction of IAY house of Nemai Sahis  ,16720,528,15840,0,21-01-2016,15840,0,0,0,0  ,15840,
3214003009/IF/IAY/2655834,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4974758 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/2655928,27-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3089480 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/2655843,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2815312 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/22012034286077,16-07-2018,Construction of IAY house of Sahadeb Sahis ,16720,528,15488,528,21-01-2016,15488,0,528,0,0  ,16016,
3214003009/IF/22012034284102,16-07-2018,Construction of IAY house of Binati Mahato  ,16720,528,17304,528,21-01-2016,17304,0,528,0,0  ,17832,
3214003009/IF/IAY/2061941,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5495695 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2655857,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5661082 ,19380,0,18431,0,24-09-2019,18431,0,0,0,0  ,18431,
3214003009/IF/22012034284088,16-07-2018,Construction of IAY house of Mejapi Mahato  ,16720,528,15600,528,21-01-2016,15600,0,528,0,0  ,16128,
3214003009/IF/22012034284004,16-07-2018,Construction of IAY house of Fatik Majhi ,16720,528,16696,1056,21-01-2016,16696,0,1056,0,0  ,17752,
3214003009/IF/22012034284104,16-07-2018,Construction of IAY house of Abani Mahato  ,16720,528,21056,528,21-01-2016,21056,0,528,0,0  ,21584,
3214003009/IF/22012034283979,16-07-2018,Construction of IAY house of Sukdeb Mahali  ,16720,528,16016,528,21-01-2016,16016,0,528,0,0  ,16544,
3214003009/IF/22012034284090,16-07-2018,Construction of IAY house of Krishnapada Mahato  ,16720,528,16544,528,21-01-2016,16544,0,528,0,0  ,17072,
3214003009/IF/22012034283827,16-07-2018,Construction of IAY house of Usha Mahato  ,16720,528,14896,528,21-01-2016,14896,0,528,0,0  ,15424,
3214003009/IF/IAY/2061480,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5102013 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/22012034284007,16-07-2018,Construction of IAY house of Rabi Karmakar  ,16720,528,7448,528,21-01-2016,7448,0,528,0,0  ,7976,
3214003009/IF/IAY/2064794,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5754402 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/22012034284008,16-07-2018,Construction of IAY house of Putuna Mahato  ,16720,528,16368,528,21-01-2016,16368,0,528,0,0  ,16896,
3214003009/IF/22012034286070,16-07-2018,Construction of IAY house of Sharat Ch. Gorai  ,16720,528,16368,528,21-01-2016,16368,0,528,0,0  ,16896,
3214003009/IF/IAY/2047433,26-08-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4443695 ,18145,0,14516,0,20-01-2018,14516,0,0,0,0  ,14516,
3214003009/IF/IAY/2049831,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4522699 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2044740,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4554893 ,18145,0,17954,0,20-01-2018,17954,0,0,0,0  ,17954,
3214003009/IF/22012034283801,16-07-2018,Construction of IAY house of Bhadari Sahis  ,16720,528,13728,528,21-01-2016,13728,0,528,0,0  ,14256,
3214003009/IF/IAY/2043886,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5469794 ,18145,0,16808,0,26-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2043713,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3160831 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2042973,26-08-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5439445 ,18145,0,17190,0,26-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2041257,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3160902 ,18145,0,17954,0,20-01-2018,17954,0,0,0,0  ,17954,
3214003009/IF/IAY/2050472,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4593728 ,18145,0,17381,0,20-01-2018,17381,0,0,0,0  ,17381,
3214003009/IF/IAY/4193464,29-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4209592 ,19380,0,19884,0,07-07-2020,19884,0,0,0,0  ,19884,
3214003009/IF/IAY/4193564,05-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5571590 ,19380,0,19608,0,28-07-2020,19608,0,0,0,0  ,19608,
3214003009/IF/IAY/4193356,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1105208 ,19380,0,19380,0,10-08-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2041842,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5479596 ,18145,0,17190,0,26-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/4193294,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2615483 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193293,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5720917 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193434,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1603039 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2061115,23-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5104819 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/4193292,29-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1153779 ,19380,0,19659,0,07-07-2020,19659,0,0,0,0  ,19659,
3214003009/IF/IAY/4193275,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2360709 ,19380,0,19380,0,27-05-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193282,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3996126 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193308,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4457258 ,19380,0,16320,0,07-07-2020,16320,0,0,0,0  ,16320,
3214003009/IF/IAY/2044398,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5699080 ,18145,0,17190,0,26-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2655823,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2907387 ,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003009/IF/IAY/2655819,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5492250 ,19380,0,19016,0,24-09-2019,19016,0,0,0,0  ,19016,
3214003009/IF/IAY/2655830,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5556003 ,19380,0,18626,0,24-09-2019,18626,0,0,0,0  ,18626,
3214003009/IF/IAY/4193270,05-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4196364 ,19380,0,19659,0,07-07-2020,19659,0,0,0,0  ,19659,
3214003009/IF/IAY/2655806,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4271032 ,19380,0,18418,0,24-09-2019,18418,0,0,0,0  ,18418,
3214003009/IF/IAY/4193285,05-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4367105 ,19380,0,19659,0,05-06-2020,19659,0,0,0,0  ,19659,
3214003009/IF/IAY/2655816,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4928335 ,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003009/IF/IAY/2655818,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4124165 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/2655805,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5325306 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/22012034286031,16-07-2018,Construction of IAY house of Samala Sahis  ,16720,528,15840,528,21-01-2016,15840,0,528,0,0  ,16368,
3214003009/IF/IAY/2655798,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2907303 ,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003009/IF/IAY/2045988,23-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5469773 ,18145,0,13179,0,26-01-2018,13179,0,0,0,0  ,13179,
3214003009/IF/IAY/2655793,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5616407 ,19380,0,18548,0,24-09-2019,18548,0,0,0,0  ,18548,
3214003009/IF/22012034283799,16-07-2018,Construction of IAY house of Dilip Sahis  ,16720,528,16192,528,21-01-2016,16192,0,528,0,0  ,16720,
3214003009/IF/22012034283800,16-07-2018,Construction of IAY house of Urmila Mahato  ,16720,528,15136,528,21-01-2016,15136,0,528,0,0  ,15664,
3214003009/IF/IAY/2655799,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5762712 ,19380,0,18184,0,24-09-2019,18184,0,0,0,0  ,18184,
3214003009/IF/22012034283798,16-07-2018,Construction of IAY house of Behula Mahato  ,16720,528,16192,528,21-01-2016,16192,0,528,0,0  ,16720,
3214003009/IF/22012034283795,16-07-2018,Construction of IAY house of Prabhas Mahato  ,16720,528,16192,528,21-01-2016,16192,0,528,0,0  ,16720,
3214003009/IF/22012034283789,16-07-2018,Construction of IAY house of  Sishubala Mahato  ,16720,528,16192,528,21-01-2016,16192,0,528,0,0  ,16720,
3214003009/IF/IAY/2655803,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2360784 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/1303827,01-10-2018,Construction of IAY House -IAY REG. NO. WB5726388 ,17100,0,16192,0,28-03-2017,16192,0,0,0,0  ,16192,
3214003009/IF/IAY/1303684,01-10-2018,Construction of IAY House -IAY REG. NO. WB5715495 ,17100,0,16380,0,24-02-2017,16380,0,0,0,0  ,16380,
3214003009/IF/IAY/2042415,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5479599 ,18145,0,16808,0,26-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2655808,24-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3855525 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/2655802,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5699089 ,19380,0,19016,0,24-09-2019,19016,0,0,0,0  ,19016,
3214003009/IF/IAY/1873483,01-10-2018,Construction of IAY House -IAY REG. NO. WB5697365 ,17100,0,16552,0,07-08-2017,16552,0,0,0,0  ,16552,
3214003009/IF/IAY/1295918,01-10-2018,Construction of IAY House -IAY REG. NO. WB5263243 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2040536,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5556036 ,18145,0,17763,0,20-01-2018,17763,0,0,0,0  ,17763,
3214003009/IF/IAY/1299206,01-10-2018,Construction of IAY House -IAY REG. NO. WB5429274 ,17100,0,17221,0,24-02-2017,17221,0,0,0,0  ,17221,
3214003009/IF/IAY/1301341,01-10-2018,Construction of IAY House -IAY REG. NO. WB5557239 ,17100,0,16920,0,04-04-2017,16920,0,0,0,0  ,16920,
3214003009/IF/IAY/2039251,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5500219 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2037541,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5495351 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2038532,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4520566 ,18145,0,16808,0,26-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2655791,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4097542 ,19380,0,18184,0,24-09-2019,18184,0,0,0,0  ,18184,
3214003009/IF/IAY/2039656,26-08-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4452401 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/1829521,23-09-2019,Construction of IAY House -IAY REG. NO. WB4353878 ,17100,0,9550,0,07-08-2017,9550,0,0,0,0  ,9550,
3214003009/IF/IAY/2040014,26-08-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5483522 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/1829494,23-09-2019,Construction of IAY House -IAY REG. NO. WB4269229 ,17100,0,14950,0,07-08-2017,14950,0,0,0,0  ,14950,
3214003009/IF/IAY/1927183,23-09-2019,Construction of IAY House -IAY REG. NO. WB4520580 ,17100,0,12606,0,07-08-2017,12606,0,0,0,0  ,12606,
3214003009/IF/IAY/1295738,01-10-2018,Construction of IAY House -IAY REG. NO. WB5251608 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/4193236,31-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1251391 ,19380,0,19443,0,07-07-2020,19443,0,0,0,0  ,19443,
3214003009/IF/IAY/4193223,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5492233 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2039353,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3498439 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/4193269,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4488279 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193232,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1135275 ,19380,0,19803,0,07-07-2020,19803,0,0,0,0  ,19803,
3214003009/IF/IAY/4193208,11-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3050584 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193176,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4276597 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193174,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3541516 ,19380,0,19380,0,05-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1829693,23-09-2019,Construction of IAY House -IAY REG. NO. WB4603879 ,17100,0,7655,0,07-08-2017,7655,0,0,0,0  ,7655,
3214003009/IF/IAY/4193151,05-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5655177 ,19380,0,19659,0,05-06-2020,19659,0,0,0,0  ,19659,
3214003009/IF/IAY/4193196,31-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1316758 ,19380,0,19695,0,15-06-2020,19695,0,0,0,0  ,19695,
3214003009/IF/IAY/1829447,26-08-2019,Construction of IAY House -IAY REG. NO. WB3311952 ,17100,0,14388,0,07-08-2017,14388,0,0,0,0  ,14388,
3214003009/IF/IAY/2655790,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2967875 ,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003009/IF/IAY/4193143,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4528613 ,19380,0,19380,0,05-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2655787,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3963679 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/2655783,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3090604 ,19380,0,18964,0,24-09-2019,18964,0,0,0,0  ,18964,
3214003009/IF/IAY/4193153,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5668739 ,19380,0,19380,0,14-05-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2655773,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3196592 ,19380,0,18951,0,24-09-2019,18951,0,0,0,0  ,18951,
3214003009/IF/IAY/2655772,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5181737 ,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003009/IF/IAY/2655770,28-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1318705 ,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003009/IF/IAY/2655771,22-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3488657 ,19380,0,18184,0,24-09-2019,18184,0,0,0,0  ,18184,
3214003009/IF/IAY/4193164,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4937096 ,19380,0,19803,0,07-07-2020,19803,0,0,0,0  ,19803,
3214003009/IF/IAY/2655767,20-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1386512 ,19380,0,18652,0,24-09-2019,18652,0,0,0,0  ,18652,
3214003009/IF/IAY/2655751,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5492213 ,19380,0,19016,0,24-09-2019,19016,0,0,0,0  ,19016,
3214003009/IF/IAY/4193216,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2116197 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2655758,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4811063 ,19380,0,18184,0,24-09-2019,18184,0,0,0,0  ,18184,
3214003009/IF/IAY/2655749,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3212902 ,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003009/IF/IAY/2655746,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5279487 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/2655777,27-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3344206 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/1294684,01-10-2018,Construction of IAY House -IAY REG. NO. WB5193238 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1292859,01-10-2018,Construction of IAY House -IAY REG. NO. WB5088103 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2655780,22-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5403473 ,19380,0,18392,0,24-09-2019,18392,0,0,0,0  ,18392,
3214003009/IF/IAY/1291984,01-10-2018,Construction of IAY House -IAY REG. NO. WB5042896 ,17100,0,17177,0,24-02-2017,17177,0,0,0,0  ,17177,
3214003009/IF/IAY/1292353,01-10-2018,Construction of IAY House -IAY REG. NO. WB5064463 ,17100,0,15917,0,24-02-2017,15917,0,0,0,0  ,15917,
3214003009/IF/IAY/1830311,23-09-2019,Construction of IAY House -IAY REG. NO. WB4063344 ,17100,0,14950,0,07-08-2017,14950,0,0,0,0  ,14950,
3214003009/IF/IAY/1330030,01-10-2018,Construction of IAY House -IAY REG. NO. WB5648960 ,17100,0,17401,0,28-03-2017,17401,0,0,0,0  ,17401,
3214003009/IF/IAY/1283931,01-10-2018,Construction of IAY House -IAY REG. NO. WB4628901 ,17100,0,16192,0,28-03-2017,16192,0,0,0,0  ,16192,
3214003009/IF/IAY/1294485,01-10-2018,Construction of IAY House -IAY REG. NO. WB5181684 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1294296,01-10-2018,Construction of IAY House -IAY REG. NO. WB5169558 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1829261,23-09-2019,Construction of IAY House -IAY REG. NO. WB3507086 ,17100,0,12224,0,07-08-2017,12224,0,0,0,0  ,12224,
